s,SpecialistHourlyCapacity,SpecialistIsFullTime
4960,58.67,
4961,71.33,
4962,75.0,
4963,128.92,
4964,93.07,
4965,75.0,
4966,212.38,1.0
4967,75.0,
4968,89.03,
4969,75.0,1.0
4970,299.5,1.0
4971,75.0,1.0
4972,281.52,1.0
4973,206.6,1.0
4974,54.69,
4975,71.4,
4976,75.0,1.0
4977,152.26,1.0
4978,75.0,1.0
4979,187.46,
4980,327.29,1.0
4981,163.84,1.0
4982,65.65,
4983,100.86,
4984,80.02,
4985,304.68,1.0
4986,206.71,
4987,74.89,
4988,266.7,1.0
4989,343.56,1.0
4990,364.78,1.0
4991,75.0,1.0
4992,84.3,
4993,111.01,
4994,75.0,
4995,117.6,
4996,75.0,
4997,303.17,1.0
4998,86.14,
4999,381.78,1.0
5000,220.24,
5001,176.09,
5002,162.32,
5003,271.9,
5004,75.0,
5005,180.46,
5006,75.0,
5007,86.94,
5008,120.45,
5009,147.67,
5010,90.95,
5011,172.27,
5012,108.14,
5013,69.73,
5014,75.0,
5015,107.97,
5016,106.68,
5017,185.62,
5018,197.36,
5019,75.0,
5020,75.0,
5021,115.61,
5022,75.0,
5023,146.42,
5024,75.0,
5025,179.72,
5026,87.62,
5027,75.0,
5028,101.22,
5029,80.98,
5030,161.71,
5031,75.0,
5032,75.0,
5033,130.27,
5034,157.19,
5035,163.54,
5036,126.56,
5037,75.0,
5038,56.83,
5039,111.19,
5040,75.0,
5041,215.96,1.0
5042,213.61,1.0
5043,351.0,1.0
5044,134.42,
5045,226.53,1.0
5046,183.09,1.0
5047,187.86,1.0
5048,156.98,
5049,149.8,
5050,75.0,
5051,74.0,
5052,118.85,
5053,75.0,
5054,122.89,
5055,70.11,
5056,101.15,
5057,230.12,1.0
5058,102.25,
5059,208.25,1.0
5060,75.0,
5061,570.21,
5062,146.42,
5063,94.22,
5064,122.32,
5065,75.0,
5066,124.8,
5067,183.78,
5068,82.77,
5069,163.72,
5070,108.2,
5071,135.67,
5072,75.0,
5073,372.23,
5074,95.38,
5075,227.93,1.0
5076,113.99,
5077,178.24,1.0
5078,75.0,
5079,193.77,1.0
5080,62.44,
5081,65.54,
5082,127.54,
5083,170.68,
5084,97.91,
5085,243.49,
5086,58.5,
5087,71.36,
5088,204.79,1.0
5089,81.45,
5090,214.68,1.0
5091,97.18,1.0
5092,193.2,1.0
5093,220.49,1.0
5094,199.63,
5095,128.93,
5096,63.17,
5097,75.0,
5098,88.06,
5099,115.06,
5100,136.37,
5101,164.99,
5102,223.25,
5103,199.15,
5104,188.26,
5105,187.73,
5106,98.53,
5107,135.31,
5108,75.0,
5109,75.0,1.0
5110,161.24,
5111,124.14,
5112,132.13,
5113,240.24,1.0
5114,75.0,
5115,213.9,1.0
5116,140.56,
5117,75.0,
5118,89.58,
5119,149.74,
5120,118.47,
5121,93.32,
5122,106.05,
5123,75.0,1.0
5124,75.0,
5125,170.04,
5126,83.42,
5127,99.26,
5128,101.22,
5129,132.14,
5130,75.0,
5131,59.55,
5132,99.27,
5133,75.0,
5134,188.96,
5135,142.91,
5136,172.41,
5137,136.79,
5138,56.78,
5139,231.19,
5140,184.13,
5141,75.7,
5142,125.78,
5143,75.0,
5144,131.95,
5145,131.56,
5146,73.52,
5147,103.11,
5148,75.0,
5149,122.5,
5150,144.31,
5151,75.0,
5152,177.08,
5153,101.17,
5154,96.14,
5155,292.4,1.0
5156,181.68,1.0
5157,295.95,1.0
5158,253.09,1.0
5159,248.98,
5160,89.26,
5161,368.22,1.0
5162,69.3,
5163,214.15,
5164,88.75,
5165,74.94,
5166,90.5,
5167,143.09,
5168,220.46,
5169,104.42,
5170,195.74,
5171,202.14,1.0
5172,196.62,
5173,75.0,
5174,75.0,
5175,114.73,
5176,106.86,
5177,158.09,
5178,113.51,
5179,88.94,
5180,73.76,
5181,108.38,
5182,75.0,
5183,320.42,1.0
5184,75.0,1.0
5185,200.58,1.0
5186,75.0,
5187,75.0,
5188,75.0,
5189,151.79,
5190,75.0,
5191,127.32,
5192,75.0,1.0
5193,80.47,
5194,109.44,
5195,76.55,
5196,75.0,
5197,79.64,
5198,156.97,
5199,93.08,
5200,192.3,
5201,300.59,1.0
5202,75.0,1.0
5203,75.0,
5204,75.0,
5205,95.02,
5206,100.89,
5207,247.52,
5208,60.83,
5209,114.2,
5210,238.15,
5211,295.58,
5212,112.66,
5213,115.06,
5214,109.15,
5215,158.76,
5216,75.0,
5217,378.96,
5218,108.25,
5219,176.98,
5220,100.85,
5221,84.54,
5222,320.17,1.0
5223,127.21,
5224,185.67,
5225,89.96,
5226,94.28,
5227,73.6,
5228,312.24,1.0
5229,256.08,
5230,111.49,
5231,143.91,
5232,107.35,
5233,177.44,1.0
5234,178.34,
5235,57.48,
5236,282.92,1.0
5237,75.0,
5238,125.0,
5239,200.41,
5240,466.11,1.0
5241,144.25,
5242,80.03,
5243,180.74,
5244,75.1,
5245,114.9,
5246,57.01,
5247,128.49,
5248,137.98,
5249,146.28,
5250,206.9,1.0
5251,81.93,
5252,136.07,
5253,95.83,
5254,120.29,
5255,197.07,1.0
5256,103.74,
5257,75.0,
5258,144.32,
5259,75.0,
5260,102.82,
5261,64.62,
5262,75.0,
5263,75.0,
5264,62.43,
5265,75.0,
5266,132.92,
5267,75.0,
5268,242.02,
5269,144.08,
5270,148.63,
5271,72.26,
5272,88.24,
5273,331.15,1.0
5274,119.6,
5275,142.71,
5276,93.58,
5277,183.79,1.0
5278,117.09,
5279,110.6,
5280,63.27,
5281,163.71,
5282,157.6,
5283,75.0,
5284,75.0,1.0
5285,172.79,1.0
5286,209.68,1.0
5287,163.14,1.0
5288,207.54,1.0
5289,117.45,1.0
5290,56.39,
5291,85.2,
5292,87.54,
5293,131.03,
5294,86.75,
5295,213.82,1.0
5296,75.0,1.0
5297,56.33,
5298,119.43,
5299,97.58,
5300,71.69,
5301,67.53,
5302,264.99,
5303,89.37,
5304,131.23,
5305,167.54,
5306,87.9,
5307,267.68,1.0
5308,203.57,
5309,100.56,
5310,98.22,
5311,61.29,
5312,116.66,
5313,129.77,
5314,111.2,
5315,75.0,
5316,123.9,
5317,75.0,
5318,92.02,
5319,262.03,
5320,75.0,
5321,69.61,
5322,676.7,
5323,203.16,
5324,100.57,
5325,82.36,
5326,120.29,
5327,115.13,
5328,75.0,
5329,85.39,
5330,117.82,
5331,164.05,
5332,75.0,
5333,98.8,
5334,75.0,
5335,91.81,
5336,197.14,
5337,75.0,
5338,201.58,
5339,155.36,
5340,75.0,
5341,67.67,
5342,192.85,
5343,652.22,
5344,172.71,
5345,130.03,
5346,128.24,
5347,137.39,
5348,75.0,1.0
5349,213.07,1.0
5350,98.79,
5351,53.52,
5352,86.51,
5353,184.53,
5354,149.92,
5355,75.0,
5356,119.4,
5357,75.0,
5358,75.0,
5359,256.41,
5360,157.28,
5361,199.8,
5362,100.74,
5363,75.0,1.0
5364,75.0,1.0
5365,178.8,1.0
5366,75.0,
5367,168.7,
5368,380.49,
5369,75.0,1.0
5370,523.88,1.0
5371,75.0,
5372,75.0,
5373,75.0,1.0
5374,119.88,
5375,60.67,
5376,75.0,
5377,145.19,
5378,75.0,
5379,120.55,1.0
5380,75.0,1.0
5381,108.64,
5382,220.22,1.0
5383,73.7,
5384,109.49,
5385,390.67,
5386,62.18,
5387,109.45,
5388,223.57,
5389,109.78,
5390,109.43,
5391,112.42,
5392,147.9,
5393,122.08,
5394,69.52,
5395,132.23,
5396,81.22,
5397,128.71,
5398,757.49,
5399,75.0,
5400,206.81,
5401,68.26,
5402,224.62,1.0
5403,75.0,
5404,274.24,1.0
5405,214.33,
5406,75.0,
5407,109.94,
5408,113.9,
5409,75.0,
5410,247.71,
5411,125.27,
5412,65.26,
5413,115.83,
5414,245.7,
5415,75.0,
5416,102.69,
5417,65.31,
5418,75.0,
5419,113.04,
5420,75.0,1.0
5421,138.04,
5422,138.81,
5423,104.78,
5424,147.69,
5425,117.34,
5426,147.43,
5427,156.42,
5428,151.25,
5429,149.45,
5430,184.3,1.0
5431,239.1,1.0
5432,264.98,1.0
5433,163.61,
5434,153.19,
5435,92.93,
5436,75.0,
5437,277.18,
5438,116.7,
5439,80.84,
5440,184.95,
5441,93.53,
5442,85.63,
5443,58.59,
5444,88.33,
5445,56.71,
5446,218.04,
5447,80.73,
5448,210.44,
5449,162.75,
5450,113.47,
5451,170.23,
5452,75.0,
5453,98.93,
5454,68.36,
5455,282.65,1.0
5456,89.9,
5457,219.77,1.0
5458,73.01,
5459,107.04,
5460,75.0,1.0
5461,104.22,
5462,119.72,
5463,116.29,
5464,71.21,
5465,181.74,
5466,124.93,
5467,75.0,
5468,78.4,
5469,209.58,1.0
5470,96.11,
5471,199.17,1.0
5472,90.04,
5473,363.23,1.0
5474,209.46,1.0
5475,75.0,1.0
5476,115.23,
5477,75.0,
5478,51.84,
5479,100.73,
5480,141.68,
5481,100.41,
5482,75.0,
5483,214.93,
5484,221.89,
5485,166.51,
5486,138.69,
5487,75.0,
5488,53.42,
5489,109.28,1.0
5490,55.33,
5491,123.14,
5492,75.0,
5493,85.75,
5494,144.56,
5495,75.83,
5496,91.5,
5497,130.05,
5498,486.7,
5499,187.69,1.0
5500,83.0,
5501,281.99,1.0
5502,75.0,
5503,61.86,
5504,74.81,
5505,111.55,
5506,128.42,
5507,296.15,
5508,302.48,1.0
5509,183.33,1.0
5510,116.72,
5511,57.25,
5512,286.46,
5513,182.38,
5514,75.0,
5515,56.49,
5516,75.0,1.0
5517,102.45,
5518,267.07,
5519,83.52,
5520,75.0,
5521,91.45,
5522,107.13,
5523,173.07,
5524,114.83,
5525,75.0,
5526,123.99,
5527,223.81,1.0
5528,95.15,
5529,54.3,
5530,305.36,1.0
5531,109.87,
5532,101.82,
5533,69.13,
5534,193.53,
5535,117.28,
5536,128.06,
5537,57.18,
5538,189.59,
5539,88.51,
5540,172.58,1.0
5541,178.67,1.0
5542,139.85,
5543,289.22,1.0
5544,118.08,
5545,105.17,
5546,58.5,
5547,199.13,1.0
5548,82.91,
5549,138.54,
5550,159.23,
5551,75.0,
5552,75.01,
5553,76.65,
5554,84.06,
5555,160.54,
5556,258.08,1.0
5557,211.69,1.0
5558,324.16,1.0
5559,208.28,1.0
5560,256.15,1.0
5561,75.0,1.0
5562,504.73,1.0
5563,75.0,
5564,75.0,1.0
5565,96.37,
5566,75.0,1.0
5567,218.34,1.0
5568,119.62,
5569,76.67,
5570,173.64,
5571,96.37,
5572,71.86,
5573,130.56,
5574,214.98,1.0
5575,204.35,1.0
5576,198.91,1.0
5577,229.64,1.0
5578,122.02,
5579,57.29,
5580,220.83,1.0
5581,75.0,
5582,159.62,1.0
5583,232.57,1.0
5584,140.49,
5585,160.27,
5586,130.04,
5587,75.0,
5588,115.78,
5589,78.48,
5590,222.99,
5591,220.5,1.0
5592,104.45,
5593,75.0,1.0
5594,75.0,
5595,88.62,
5596,75.0,1.0
5597,216.0,
5598,134.58,
5599,75.0,
5600,81.16,
5601,75.9,
5602,211.7,1.0
5603,322.63,1.0
5604,75.0,
5605,196.65,1.0
5606,137.04,
5607,102.39,
5608,124.97,
5609,185.55,
5610,138.9,
5611,90.41,
5612,69.58,
5613,73.41,
5614,95.7,
5615,133.34,
5616,272.45,1.0
5617,112.06,
5618,98.51,
5619,195.38,
5620,75.0,
5621,67.03,
5622,149.73,
5623,96.33,
5624,274.06,1.0
5625,85.35,
5626,75.0,
5627,69.0,
5628,124.91,
5629,72.42,
5630,244.35,
5631,322.43,1.0
5632,371.84,1.0
5633,238.53,1.0
5634,209.54,1.0
5635,265.83,1.0
5636,264.07,1.0
5637,195.56,1.0
5638,234.35,1.0
5639,198.82,1.0
5640,91.67,
5641,74.1,
5642,237.81,1.0
5643,67.24,
5644,227.56,1.0
5645,204.82,1.0
5646,139.55,
5647,75.0,1.0
5648,123.88,
5649,237.51,
5650,120.93,
5651,75.0,
5652,312.04,1.0
5653,118.82,
5654,57.37,
5655,75.0,
5656,223.66,1.0
5657,138.59,
5658,310.86,1.0
5659,75.0,1.0
